year,county,office,district,candidate,party,votes
2004,DECATUR,US SENATE,,,OTH,103.000000
2004,DECATUR,US SENATE,,,REP,2959.000000
2004,DECATUR,US SENATE,,,SC,0.000000
2004,DELAWARE,PRESIDENT,,,DEM,4227.000000
2004,DELAWARE,PRESIDENT,,,OTH,43.000000
2004,DELAWARE,PRESIDENT,,,REP,4908.000000
2004,DELAWARE,PRESIDENT,,,SC,3.000000
2004,DELAWARE,US SENATE,,,DEM,1987.000000
2004,DELAWARE,US SENATE,,,OTH,85.000000
2004,DELAWARE,US SENATE,,,REP,6965.000000
2004,DELAWARE,US SENATE,,,SC,2.000000
2004,DES MOINES,PRESIDENT,,,DEM,12456.000000
2004,DES MOINES,PRESIDENT,,,OTH,11.000000
2004,DES MOINES,PRESIDENT,,,REP,8221.000000
2004,DES MOINES,PRESIDENT,,,SC,27.000000
2004,DES MOINES,US SENATE,,,DEM,8101.000000
2004,DES MOINES,US SENATE,,,OTH,379.000000
2004,DES MOINES,US SENATE,,,REP,11990.000000
2004,DES MOINES,US SENATE,,,SC,6.000000
2004,DICKINSON,PRESIDENT,,,DEM,4140.000000
2004,DICKINSON,PRESIDENT,,,OTH,28.000000
2004,DICKINSON,PRESIDENT,,,REP,5337.000000
2004,DICKINSON,PRESIDENT,,,SC,5.000000
2004,DICKINSON,US SENATE,,,DEM,1860.000000
2004,DICKINSON,US SENATE,,,OTH,178.000000
2004,DICKINSON,US SENATE,,,REP,7386.000000
2004,DICKINSON,US SENATE,,,SC,3.000000
2004,DUBUQUE,PRESIDENT,,,DEM,26561.000000
2004,DUBUQUE,PRESIDENT,,,OTH,47.000000
2004,DUBUQUE,PRESIDENT,,,REP,20100.000000
2004,DUBUQUE,PRESIDENT,,,SC,36.000000
2004,DUBUQUE,US SENATE,,,DEM,15837.000000
2004,DUBUQUE,US SENATE,,,OTH,191.000000
2004,DUBUQUE,US SENATE,,,REP,29250.000000
2004,DUBUQUE,US SENATE,,,SC,11.000000
2004,EMMET,PRESIDENT,,,DEM,2405.000000
2004,EMMET,PRESIDENT,,,OTH,53.000000
2004,EMMET,PRESIDENT,,,REP,2697.000000
2004,EMMET,PRESIDENT,,,SC,1.000000
2004,EMMET,US SENATE,,,DEM,1198.000000
2004,EMMET,US SENATE,,,OTH,80.000000
2004,EMMET,US SENATE,,,REP,3783.000000
2004,EMMET,US SENATE,,,SC,1.000000
2004,FAYETTE,PRESIDENT,,,DEM,5185.000000
2004,FAYETTE,PRESIDENT,,,OTH,8.000000
2004,FAYETTE,PRESIDENT,,,REP,5128.000000
2004,FAYETTE,PRESIDENT,,,SC,0.000000
2004,FAYETTE,US SENATE,,,DEM,2643.000000
2004,FAYETTE,US SENATE,,,OTH,6.000000
2004,FAYETTE,US SENATE,,,REP,7315.000000
2004,FAYETTE,US SENATE,,,SC,0.000000
2004,FLOYD,PRESIDENT,,,DEM,4349.000000
2004,FLOYD,PRESIDENT,,,OTH,67.000000
2004,FLOYD,PRESIDENT,,,REP,3745.000000
2004,FLOYD,PRESIDENT,,,SC,0.000000
2004,FLOYD,US SENATE,,,DEM,1933.000000
2004,FLOYD,US SENATE,,,OTH,137.000000
2004,FLOYD,US SENATE,,,REP,6066.000000
2004,FLOYD,US SENATE,,,SC,0.000000
2004,FRANKLIN,PRESIDENT,,,DEM,2340.000000
2004,FRANKLIN,PRESIDENT,,,OTH,39.000000
2004,FRANKLIN,PRESIDENT,,,REP,3128.000000
2004,FRANKLIN,PRESIDENT,,,SC,14.000000
2004,FRANKLIN,US SENATE,,,DEM,953.000000
2004,FRANKLIN,US SENATE,,,OTH,63.000000
2004,FRANKLIN,US SENATE,,,REP,4471.000000
2004,FRANKLIN,US SENATE,,,SC,3.000000
2004,FREMONT,PRESIDENT,,,DEM,1510.000000
2004,FREMONT,PRESIDENT,,,OTH,36.000000
2004,FREMONT,PRESIDENT,,,REP,2362.000000
2004,FREMONT,PRESIDENT,,,SC,3.000000
2004,FREMONT,US SENATE,,,DEM,743.000000
2004,FREMONT,US SENATE,,,OTH,86.000000
2004,FREMONT,US SENATE,,,REP,3047.000000
2004,FREMONT,US SENATE,,,SC,0.000000
2004,GREENE,PRESIDENT,,,DEM,2459.000000
2004,GREENE,PRESIDENT,,,OTH,8.000000
2004,GREENE,PRESIDENT,,,REP,2614.000000
2004,GREENE,PRESIDENT,,,SC,0.000000
2004,GREENE,US SENATE,,,DEM,1143.000000
2004,GREENE,US SENATE,,,OTH,0.000000
2004,GREENE,US SENATE,,,REP,3833.000000
2004,GREENE,US SENATE,,,SC,0.000000
2004,GRUNDY,PRESIDENT,,,DEM,2386.000000
2004,GRUNDY,PRESIDENT,,,OTH,28.000000
2004,GRUNDY,PRESIDENT,,,REP,4429.000000
2004,GRUNDY,PRESIDENT,,,SC,6.000000
2004,GRUNDY,US SENATE,,,DEM,994.000000
2004,GRUNDY,US SENATE,,,OTH,57.000000
2004,GRUNDY,US SENATE,,,REP,5747.000000
2004,GRUNDY,US SENATE,,,SC,0.000000
2004,GUTHRIE,PRESIDENT,,,DEM,2614.000000
2004,GUTHRIE,PRESIDENT,,,OTH,52.000000
2004,GUTHRIE,PRESIDENT,,,REP,3325.000000
2004,GUTHRIE,PRESIDENT,,,SC,2.000000
2004,GUTHRIE,US SENATE,,,DEM,1290.000000
2004,GUTHRIE,US SENATE,,,OTH,102.000000
2004,GUTHRIE,US SENATE,,,REP,4528.000000
2004,GUTHRIE,US SENATE,,,SC,2.000000
2004,HAMILTON,PRESIDENT,,,DEM,3895.000000
2004,HAMILTON,PRESIDENT,,,OTH,60.000000
2004,HAMILTON,PRESIDENT,,,REP,4367.000000
2004,HAMILTON,PRESIDENT,,,SC,5.000000
2004,HAMILTON,US SENATE,,,DEM,1839.000000
2004,HAMILTON,US SENATE,,,OTH,103.000000
2004,HAMILTON,US SENATE,,,REP,6287.000000
2004,HAMILTON,US SENATE,,,SC,3.000000
2004,HANCOCK,PRESIDENT,,,DEM,2484.000000
2004,HANCOCK,PRESIDENT,,,OTH,2.000000
2004,HANCOCK,PRESIDENT,,,REP,3368.000000
2004,HANCOCK,PRESIDENT,,,SC,2.000000
2004,HANCOCK,US SENATE,,,DEM,1116.000000
2004,HANCOCK,US SENATE,,,OTH,11.000000
2004,HANCOCK,US SENATE,,,REP,4641.000000
2004,HANCOCK,US SENATE,,,SC,4.000000
2004,HARDIN,PRESIDENT,,,DEM,4015.000000
2004,HARDIN,PRESIDENT,,,OTH,4.000000
2004,HARDIN,PRESIDENT,,,REP,4875.000000
2004,HARDIN,PRESIDENT,,,SC,1.000000
2004,HARDIN,US SENATE,,,DEM,2029.000000
2004,HARDIN,US SENATE,,,OTH,18.000000
2004,HARDIN,US SENATE,,,REP,6704.000000
2004,HARDIN,US SENATE,,,SC,4.000000
2004,HARRISON,PRESIDENT,,,DEM,2906.000000
2004,HARRISON,PRESIDENT,,,OTH,44.000000
2004,HARRISON,PRESIDENT,,,REP,4680.000000
2004,HARRISON,PRESIDENT,,,SC,5.000000
2004,HARRISON,US SENATE,,,DEM,1569.000000
2004,HARRISON,US SENATE,,,OTH,90.000000
2004,HARRISON,US SENATE,,,REP,5807.000000
2004,HARRISON,US SENATE,,,SC,1.000000
2004,HENRY,PRESIDENT,,,DEM,4129.000000
2004,HENRY,PRESIDENT,,,OTH,100.000000
2004,HENRY,PRESIDENT,,,REP,5270.000000
2004,HENRY,PRESIDENT,,,SC,7.000000
2004,HENRY,US SENATE,,,DEM,2090.000000
2004,HENRY,US SENATE,,,OTH,168.000000
2004,HENRY,US SENATE,,,REP,7039.000000
2004,HENRY,US SENATE,,,SC,2.000000
2004,HOWARD,PRESIDENT,,,DEM,2614.000000
2004,HOWARD,PRESIDENT,,,OTH,1.000000
2004,HOWARD,PRESIDENT,,,REP,2028.000000
2004,HOWARD,PRESIDENT,,,SC,3.000000
2004,HOWARD,US SENATE,,,DEM,1121.000000
2004,HOWARD,US SENATE,,,OTH,9.000000
2004,HOWARD,US SENATE,,,REP,3466.000000
2004,HOWARD,US SENATE,,,SC,0.000000
2004,HUMBOLDT,PRESIDENT,,,DEM,2146.000000
2004,HUMBOLDT,PRESIDENT,,,OTH,18.000000
2004,HUMBOLDT,PRESIDENT,,,REP,3162.000000
2004,HUMBOLDT,PRESIDENT,,,SC,2.000000
2004,HUMBOLDT,US SENATE,,,DEM,959.000000
2004,HUMBOLDT,US SENATE,,,OTH,26.000000
2004,HUMBOLDT,US SENATE,,,REP,4274.000000
2004,HUMBOLDT,US SENATE,,,SC,1.000000
2004,IDA,PRESIDENT,,,DEM,1415.000000
2004,IDA,PRESIDENT,,,OTH,16.000000
2004,IDA,PRESIDENT,,,REP,2342.000000
2004,IDA,PRESIDENT,,,SC,0.000000
2004,IDA,US SENATE,,,DEM,603.000000
2004,IDA,US SENATE,,,OTH,37.000000
2004,IDA,US SENATE,,,REP,3073.000000
2004,IDA,US SENATE,,,SC,0.000000
2004,IOWA,PRESIDENT,,,DEM,3841.000000
2004,IOWA,PRESIDENT,,,OTH,5.000000
2004,IOWA,PRESIDENT,,,REP,4544.000000
2004,IOWA,PRESIDENT,,,SC,0.000000
2004,IOWA,US SENATE,,,DEM,1982.000000
2004,IOWA,US SENATE,,,OTH,26.000000
2004,IOWA,US SENATE,,,REP,6280.000000
2004,IOWA,US SENATE,,,SC,0.000000
2004,JACKSON,PRESIDENT,,,DEM,5656.000000
2004,JACKSON,PRESIDENT,,,OTH,11.000000
2004,JACKSON,PRESIDENT,,,REP,4242.000000
2004,JACKSON,PRESIDENT,,,SC,4.000000
2004,JACKSON,US SENATE,,,DEM,2890.000000
2004,JACKSON,US SENATE,,,OTH,24.000000
2004,JACKSON,US SENATE,,,REP,6592.000000
2004,JACKSON,US SENATE,,,SC,2.000000
2004,JASPER,PRESIDENT,,,DEM,10346.000000
2004,JASPER,PRESIDENT,,,OTH,142.000000
2004,JASPER,PRESIDENT,,,REP,9396.000000
2004,JASPER,PRESIDENT,,,SC,5.000000
2004,JASPER,US SENATE,,,DEM,6118.000000
2004,JASPER,US SENATE,,,OTH,255.000000
2004,JASPER,US SENATE,,,REP,13297.000000
2004,JASPER,US SENATE,,,SC,14.000000
2004,JEFFERSON,PRESIDENT,,,DEM,4490.000000
2004,JEFFERSON,PRESIDENT,,,OTH,6.000000
2004,JEFFERSON,PRESIDENT,,,REP,3648.000000
2004,JEFFERSON,PRESIDENT,,,SC,22.000000
2004,JEFFERSON,US SENATE,,,DEM,2598.000000
2004,JEFFERSON,US SENATE,,,OTH,503.000000
2004,JEFFERSON,US SENATE,,,REP,4979.000000
2004,JEFFERSON,US SENATE,,,SC,2.000000
2004,JOHNSON,PRESIDENT,,,DEM,41939.000000
2004,JOHNSON,PRESIDENT,,,OTH,445.000000
2004,JOHNSON,PRESIDENT,,,REP,22740.000000
2004,JOHNSON,PRESIDENT,,,SC,60.000000
2004,JOHNSON,US SENATE,,,DEM,27571.000000
2004,JOHNSON,US SENATE,,,OTH,2562.000000
2004,JOHNSON,US SENATE,,,REP,33347.000000
2004,JOHNSON,US SENATE,,,SC,383.000000
2004,JONES,PRESIDENT,,,DEM,5054.000000
2004,JONES,PRESIDENT,,,OTH,85.000000
2004,JONES,PRESIDENT,,,REP,4834.000000
2004,JONES,PRESIDENT,,,SC,5.000000
2004,JONES,US SENATE,,,DEM,2504.000000
2004,JONES,US SENATE,,,OTH,185.000000
2004,JONES,US SENATE,,,REP,7173.000000
2004,JONES,US SENATE,,,SC,1.000000
2004,KEOKUK,PRESIDENT,,,DEM,2294.000000
2004,KEOKUK,PRESIDENT,,,OTH,64.000000
2004,KEOKUK,PRESIDENT,,,REP,3119.000000
2004,KEOKUK,PRESIDENT,,,SC,3.000000
2004,KEOKUK,US SENATE,,,DEM,990.000000
2004,KEOKUK,US SENATE,,,OTH,75.000000
2004,KEOKUK,US SENATE,,,REP,4340.000000
2004,KEOKUK,US SENATE,,,SC,2.000000
2004,KOSSUTH,PRESIDENT,,,DEM,4195.000000
2004,KOSSUTH,PRESIDENT,,,OTH,49.000000
2004,KOSSUTH,PRESIDENT,,,REP,4998.000000
2004,KOSSUTH,PRESIDENT,,,SC,0.000000
2004,KOSSUTH,US SENATE,,,DEM,1933.000000
2004,KOSSUTH,US SENATE,,,OTH,168.000000
2004,KOSSUTH,US SENATE,,,REP,7133.000000
2004,KOSSUTH,US SENATE,,,SC,0.000000
2004,LEE,PRESIDENT,,,DEM,10152.000000
2004,LEE,PRESIDENT,,,OTH,8.000000
2004,LEE,PRESIDENT,,,REP,7472.000000
2004,LEE,PRESIDENT,,,SC,16.000000
2004,LEE,US SENATE,,,DEM,6442.000000
2004,LEE,US SENATE,,,OTH,83.000000
2004,LEE,US SENATE,,,REP,10604.000000
2004,LEE,US SENATE,,,SC,7.000000
2004,LINN,PRESIDENT,,,DEM,60442.000000
2004,LINN,PRESIDENT,,,OTH,779.000000
2004,LINN,PRESIDENT,,,REP,49442.000000
2004,LINN,PRESIDENT,,,SC,77.000000
2004,LINN,US SENATE,,,DEM,35576.000000
2004,LINN,US SENATE,,,OTH,2257.000000
2004,LINN,US SENATE,,,REP,70828.000000
2004,LINN,US SENATE,,,SC,49.000000
2004,LOUISA,PRESIDENT,,,DEM,2297.000000
2004,LOUISA,PRESIDENT,,,OTH,43.000000
2004,LOUISA,PRESIDENT,,,REP,2572.000000
2004,LOUISA,PRESIDENT,,,SC,4.000000
2004,LOUISA,US SENATE,,,DEM,1259.000000
2004,LOUISA,US SENATE,,,OTH,91.000000
2004,LOUISA,US SENATE,,,REP,3588.000000
2004,LOUISA,US SENATE,,,SC,3.000000
2004,LUCAS,PRESIDENT,,,DEM,1987.000000
2004,LUCAS,PRESIDENT,,,OTH,39.000000
2004,LUCAS,PRESIDENT,,,REP,2543.000000
2004,LUCAS,PRESIDENT,,,SC,2.000000
2004,LUCAS,US SENATE,,,DEM,1052.000000
2004,LUCAS,US SENATE,,,OTH,47.000000
2004,LUCAS,US SENATE,,,REP,3381.000000
2004,LUCAS,US SENATE,,,SC,0.000000
2004,LYON,PRESIDENT,,,DEM,1303.000000
2004,LYON,PRESIDENT,,,OTH,44.000000
2004,LYON,PRESIDENT,,,REP,4751.000000
2004,LYON,PRESIDENT,,,SC,3.000000
2004,LYON,US SENATE,,,DEM,717.000000
2004,LYON,US SENATE,,,OTH,55.000000
2004,LYON,US SENATE,,,REP,5202.000000
2004,LYON,US SENATE,,,SC,1.000000
2004,MADISON,PRESIDENT,,,DEM,3380.000000
2004,MADISON,PRESIDENT,,,OTH,86.000000
2004,MADISON,PRESIDENT,,,REP,4538.000000
2004,MADISON,PRESIDENT,,,SC,0.000000
2004,MADISON,US SENATE,,,DEM,1778.000000
2004,MADISON,US SENATE,,,OTH,148.000000
2004,MADISON,US SENATE,,,REP,6007.000000
2004,MADISON,US SENATE,,,SC,2.000000
2004,MAHASKA,PRESIDENT,,,DEM,3790.000000
2004,MAHASKA,PRESIDENT,,,OTH,42.000000
2004,MAHASKA,PRESIDENT,,,REP,6858.000000
2004,MAHASKA,PRESIDENT,,,SC,5.000000
2004,MAHASKA,US SENATE,,,DEM,1828.000000
2004,MAHASKA,US SENATE,,,OTH,108.000000
2004,MAHASKA,US SENATE,,,REP,8542.000000
2004,MAHASKA,US SENATE,,,SC,1.000000
2004,MARION,PRESIDENT,,,DEM,6571.000000
2004,MARION,PRESIDENT,,,OTH,5.000000
2004,MARION,PRESIDENT,,,REP,9984.000000
2004,MARION,PRESIDENT,,,SC,10.000000
2004,MARION,US SENATE,,,DEM,3571.000000
2004,MARION,US SENATE,,,OTH,187.000000
2004,MARION,US SENATE,,,REP,12587.000000
2004,MARION,US SENATE,,,SC,4.000000
2004,MARSHALL,PRESIDENT,,,DEM,9443.000000
2004,MARSHALL,PRESIDENT,,,OTH,90.000000
2004,MARSHALL,PRESIDENT,,,REP,9557.000000
2004,MARSHALL,PRESIDENT,,,SC,15.000000
2004,MARSHALL,US SENATE,,,DEM,5259.000000
