year,plan2_district,office,district,candidate,party,votes
2014,2,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,863.010330
2014,2,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,32660.289260
2014,2,GOVERNOR,,WRITE IN,,43.000000
2014,2,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,34327.355375
2014,2,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,1700.018595
2014,2,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,23447.163223
2014,2,SECRETARY OF AGRICULTURE,,WRITE IN,,38.000000
2014,2,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,31314.270663
2014,2,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,1690.010331
2014,2,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,25928.250002
2014,2,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,826.012397
2014,2,SECRETARY OF STATE,,WRITE IN,,27.000000
2014,2,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,2179.024794
2014,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,35195.316118
2014,2,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,22378.194216
2014,2,TREASURER OF STATE,,WRITE IN,,27.000000
2014,2,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,202.002066
2014,2,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,32204.250002
2014,2,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,434.000000
2014,2,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,27627.293391
2014,2,U S SENATE,,RICK STEWART,INDEPENDENT,1159.008264
2014,2,U S SENATE,,RUTH SMITH,,187.004132
2014,2,U S SENATE,,WRITE IN,,40.000000
2014,3,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,41865.005938
2014,3,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,76129.007604
2014,3,ATTORNEY GENERAL,,WRITE IN,,224.000000
2014,3,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,58777.005012
2014,3,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,55435.007908
2014,3,AUDITOR OF STATE,,WRITE IN,,276.000000
2014,3,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,56384.004781
2014,3,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,1239.000160
2014,3,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,1921.000048
2014,3,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,2655.000511
2014,3,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,58179.008185
2014,3,GOVERNOR,,WRITE IN,,216.000047
2014,3,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,62062.008993
2014,3,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,4185.000255
2014,3,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,50094.003938
2014,3,SECRETARY OF AGRICULTURE,,WRITE IN,,141.000009
2014,3,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,64799.006069
2014,3,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,3496.000370
2014,3,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,46756.006518
2014,3,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,2299.000321
2014,3,SECRETARY OF STATE,,WRITE IN,,121.000037
2014,3,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,3366.000426
2014,3,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,72129.006683
2014,3,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,41840.006113
2014,3,TREASURER OF STATE,,WRITE IN,,110.000000
2014,3,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,666.000094
2014,3,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,62703.005073
2014,3,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,961.000020
2014,3,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,53240.007911
2014,3,U S SENATE,,RICK STEWART,INDEPENDENT,2591.000499
2014,3,U S SENATE,,RUTH SMITH,,387.000086
2014,3,U S SENATE,,WRITE IN,,178.000009
2014,4,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,24976.999093
2014,4,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,32603.999068
2014,4,ATTORNEY GENERAL,,WRITE IN,,71.000000
2014,4,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,22807.999537
2014,4,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,33163.998754
2014,4,AUDITOR OF STATE,,WRITE IN,,67.000000
2014,4,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,22663.999688
2014,4,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,595.999992
2014,4,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,550.999992
2014,4,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,1281.999607
2014,4,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,34239.998818
2014,4,GOVERNOR,,WRITE IN,,67.999991
2014,4,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,35964.998477
2014,4,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,2071.999899
2014,4,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,19060.999803
2014,4,SECRETARY OF AGRICULTURE,,WRITE IN,,53.999991
2014,4,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,26802.999388
2014,4,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,1794.999861
2014,4,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,27387.999042
2014,4,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,1085.999946
2014,4,SECRETARY OF STATE,,WRITE IN,,49.000000
2014,4,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,1861.999841
2014,4,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,30497.999265
2014,4,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,24898.999074
2014,4,TREASURER OF STATE,,WRITE IN,,35.000000
2014,4,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,341.999981
2014,4,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,25826.999470
2014,4,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,430.999982
2014,4,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,30870.998792
2014,4,U S SENATE,,RICK STEWART,INDEPENDENT,1468.999918
2014,4,U S SENATE,,RUTH SMITH,,267.999991
2014,4,U S SENATE,,WRITE IN,,76.999991
