year,plan2_district,office,district,candidate,party,votes
2004,1,PRESIDENT,,,DEM,4700.022569
2004,1,PRESIDENT,,,REP,4191.324086
2004,1,PRESIDENT,,,SC,7.551984
2004,1,US SENATE,,,DEM,2965.480635
2004,1,US SENATE,,,OTH,35.872297
2004,1,US SENATE,,,REP,5633.712759
2004,1,US SENATE,,,SC,0.000000
2004,10,PRESIDENT,,,DEM,1498.564057
2004,10,PRESIDENT,,,OTH,7.298833
2004,10,PRESIDENT,,,REP,1709.041907
2004,10,PRESIDENT,,,SC,0.072243
2004,10,US SENATE,,,DEM,607.546413
2004,10,US SENATE,,,OTH,56.299027
2004,10,US SENATE,,,REP,2514.580498
2004,10,US SENATE,,,SC,0.000000
2004,100,PRESIDENT,,,DEM,2797.022436
2004,100,PRESIDENT,,,OTH,6.000610
2004,100,PRESIDENT,,,REP,2489.031928
2004,100,PRESIDENT,,,SC,5.000001
2004,100,US SENATE,,,DEM,1671.011078
2004,100,US SENATE,,,OTH,35.000305
2004,100,US SENATE,,,REP,3459.042368
2004,100,US SENATE,,,SC,4.000001
2004,11,PRESIDENT,,,DEM,1234.221423
2004,11,PRESIDENT,,,OTH,14.006937
2004,11,PRESIDENT,,,REP,1672.442923
2004,11,PRESIDENT,,,SC,2.000000
2004,11,US SENATE,,,DEM,570.090608
2004,11,US SENATE,,,OTH,41.014335
2004,11,US SENATE,,,REP,2253.538859
2004,11,US SENATE,,,SC,0.000000
2004,12,PRESIDENT,,,DEM,3301.818406
2004,12,PRESIDENT,,,OTH,26.995138
2004,12,PRESIDENT,,,REP,4855.651472
2004,12,PRESIDENT,,,SC,0.000000
2004,12,US SENATE,,,DEM,1332.923798
2004,12,US SENATE,,,OTH,74.987032
2004,12,US SENATE,,,REP,6528.581736
2004,12,US SENATE,,,SC,0.000000
2004,13,PRESIDENT,,,DEM,1576.035277
2004,13,PRESIDENT,,,OTH,16.982351
2004,13,PRESIDENT,,,REP,2528.523477
2004,13,PRESIDENT,,,SC,8.000000
2004,13,US SENATE,,,DEM,759.582350
2004,13,US SENATE,,,OTH,36.929405
2004,13,US SENATE,,,REP,3238.076409
2004,13,US SENATE,,,SC,0.000000
2004,14,PRESIDENT,,,DEM,2617.334293
2004,14,PRESIDENT,,,OTH,0.000041
2004,14,PRESIDENT,,,REP,3118.610023
2004,14,PRESIDENT,,,SC,5.956145
2004,14,US SENATE,,,DEM,1436.540731
2004,14,US SENATE,,,OTH,13.621469
2004,14,US SENATE,,,REP,4126.635914
2004,14,US SENATE,,,SC,0.992059
2004,15,PRESIDENT,,,DEM,1469.701000
2004,15,PRESIDENT,,,OTH,34.406611
2004,15,PRESIDENT,,,REP,2852.586116
2004,15,PRESIDENT,,,SC,3.889549
2004,15,US SENATE,,,DEM,840.989984
2004,15,US SENATE,,,OTH,95.106780
2004,15,US SENATE,,,REP,3333.869329
2004,15,US SENATE,,,SC,1.862554
2004,16,PRESIDENT,,,DEM,1532.454345
2004,16,PRESIDENT,,,OTH,32.974163
2004,16,PRESIDENT,,,REP,2809.554554
2004,16,PRESIDENT,,,SC,2.004873
2004,16,US SENATE,,,DEM,750.157662
2004,16,US SENATE,,,OTH,61.898719
2004,16,US SENATE,,,REP,3545.035698
2004,16,US SENATE,,,SC,1.000000
2004,17,PRESIDENT,,,DEM,2699.914954
2004,17,PRESIDENT,,,OTH,35.927687
2004,17,PRESIDENT,,,REP,4157.770295
2004,17,PRESIDENT,,,SC,3.000000
2004,17,US SENATE,,,DEM,1161.645296
2004,17,US SENATE,,,OTH,83.856329
2004,17,US SENATE,,,REP,5528.395267
2004,17,US SENATE,,,SC,0.000000
