year,plan2_district,office,district,candidate,party,votes
2014,10,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,87.056248
2014,10,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,43.535814
2014,10,ATTORNEY GENERAL,,WRITE IN,,0.380749
2014,10,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,33.409943
2014,10,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,96.228849
2014,10,AUDITOR OF STATE,,WRITE IN,,0.190374
2014,10,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,30.478393
2014,10,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,2.941176
2014,10,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,1.048457
2014,10,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,2.608720
2014,10,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,98.363032
2014,10,GOVERNOR,,WRITE IN,,0.095187
2014,10,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,92.860030
2014,10,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,7.325379
2014,10,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,29.857579
2014,10,SECRETARY OF AGRICULTURE,,WRITE IN,,0.095187
2014,10,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,37.209202
2014,10,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,3.430933
2014,10,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,87.510135
2014,10,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,3.727519
2014,10,SECRETARY OF STATE,,WRITE IN,,0.000000
2014,10,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,4.370382
