year,vtd_id,office,district,candidate,party,votes
2014,19007007005,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,56.000000
2014,19007007005,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,37.000000
2014,19007007005,ATTORNEY GENERAL,,WRITE IN,,0.000000
2014,19007007005,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,17.000000
2014,19007007005,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,72.000000
2014,19007007005,AUDITOR OF STATE,,WRITE IN,,0.000000
2014,19007007005,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,16.000000
2014,19007007005,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,0.000000
2014,19007007005,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,0.000000
2014,19007007005,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,0.000000
2014,19007007005,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,77.000000
2014,19007007005,GOVERNOR,,WRITE IN,,0.000000
2014,19007007005,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,76.000000
2014,19007007005,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,1.000000
2014,19007007005,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,13.000000
2014,19007007005,SECRETARY OF AGRICULTURE,,WRITE IN,,0.000000
2014,19007007005,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,25.000000
2014,19007007005,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,4.000000
2014,19007007005,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,61.000000
2014,19007007005,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,0.000000
2014,19007007005,SECRETARY OF STATE,,WRITE IN,,0.000000
2014,19007007005,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,2.000000
2014,19007007005,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,30.000000
2014,19007007005,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,58.000000
2014,19007007005,TREASURER OF STATE,,WRITE IN,,0.000000
2014,19007007005,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,0.000000
2014,19007007005,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,21.000000
2014,19007007005,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,0.000000
2014,19007007005,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,72.000000
2014,19007007005,U S SENATE,,RICK STEWART,INDEPENDENT,1.000000
2014,19007007005,U S SENATE,,RUTH SMITH,,0.000000
2014,19007007005,U S SENATE,,WRITE IN,,0.000000
2014,19007007006,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,77.000000
2014,19007007006,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,83.000000
2014,19007007006,ATTORNEY GENERAL,,WRITE IN,,0.000000
2014,19007007006,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,59.000000
2014,19007007006,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,101.000000
2014,19007007006,AUDITOR OF STATE,,WRITE IN,,0.000000
2014,19007007006,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,51.000000
2014,19007007006,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,0.000000
2014,19007007006,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,0.000000
2014,19007007006,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,6.000000
2014,19007007006,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,108.000000
2014,19007007006,GOVERNOR,,WRITE IN,,0.000000
2014,19007007006,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,107.000000
2014,19007007006,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,8.000000
2014,19007007006,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,43.000000
2014,19007007006,SECRETARY OF AGRICULTURE,,WRITE IN,,0.000000
2014,19007007006,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,65.000000
2014,19007007006,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,8.000000
2014,19007007006,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,88.000000
2014,19007007006,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,1.000000
2014,19007007006,SECRETARY OF STATE,,WRITE IN,,0.000000
2014,19007007006,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,4.000000
2014,19007007006,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,71.000000
2014,19007007006,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,87.000000
2014,19007007006,TREASURER OF STATE,,WRITE IN,,0.000000
2014,19007007006,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,0.000000
2014,19007007006,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,53.000000
2014,19007007006,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,2.000000
2014,19007007006,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,107.000000
2014,19007007006,U S SENATE,,RICK STEWART,INDEPENDENT,0.000000
2014,19007007006,U S SENATE,,RUTH SMITH,,0.000000
2014,19007007006,U S SENATE,,WRITE IN,,0.000000
2014,19007007019,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,85.000000
2014,19007007019,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,76.000000
2014,19007007019,ATTORNEY GENERAL,,WRITE IN,,0.000000
2014,19007007019,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,57.000000
2014,19007007019,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,98.000000
2014,19007007019,AUDITOR OF STATE,,WRITE IN,,0.000000
2014,19007007019,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,48.000000
2014,19007007019,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,2.000000
2014,19007007019,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,5.000000
2014,19007007019,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,13.000000
2014,19007007019,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,96.000000
2014,19007007019,GOVERNOR,,WRITE IN,,0.000000
2014,19007007019,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,119.000000
2014,19007007019,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,7.000000
2014,19007007019,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,36.000000
2014,19007007019,SECRETARY OF AGRICULTURE,,WRITE IN,,0.000000
2014,19007007019,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,63.000000
2014,19007007019,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,7.000000
2014,19007007019,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,88.000000
2014,19007007019,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,3.000000
2014,19007007019,SECRETARY OF STATE,,WRITE IN,,0.000000
2014,19007007019,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,7.000000
2014,19007007019,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,71.000000
2014,19007007019,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,82.000000
2014,19007007019,TREASURER OF STATE,,WRITE IN,,0.000000
2014,19007007019,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,0.000000
2014,19007007019,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,58.000000
2014,19007007019,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,3.000000
2014,19007007019,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,94.000000
2014,19007007019,U S SENATE,,RICK STEWART,INDEPENDENT,10.000000
2014,19007007019,U S SENATE,,RUTH SMITH,,0.000000
2014,19007007019,U S SENATE,,WRITE IN,,0.000000
2014,19011011018,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,346.000000
2014,19011011018,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,460.000000
2014,19011011018,ATTORNEY GENERAL,,WRITE IN,,0.000000
2014,19011011018,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,350.000000
2014,19011011018,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,423.000000
2014,19011011018,AUDITOR OF STATE,,WRITE IN,,1.000000
2014,19011011018,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,322.000000
2014,19011011018,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,10.000000
2014,19011011018,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,10.000000
2014,19011011018,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,16.000000
2014,19011011018,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,468.000000
2014,19011011018,GOVERNOR,,WRITE IN,,0.000000
2014,19011011018,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,476.000000
2014,19011011018,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,37.000000
2014,19011011018,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,279.000000
2014,19011011018,SECRETARY OF AGRICULTURE,,WRITE IN,,1.000000
2014,19011011018,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,386.000000
2014,19011011018,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,18.000000
2014,19011011018,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,379.000000
2014,19011011018,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,15.000000
2014,19011011018,SECRETARY OF STATE,,WRITE IN,,1.000000
2014,19011011018,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,35.000000
2014,19011011018,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,424.000000
2014,19011011018,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,327.000000
2014,19011011018,TREASURER OF STATE,,WRITE IN,,1.000000
2014,19011011018,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,5.000000
2014,19011011018,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,348.000000
2014,19011011018,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,5.000000
